公司代號,公司名稱,資料年度,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,內容,(二)企業受氣候變遷之實質風險,內容,(三)氣候變遷提供企業之機會,內容,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,內容,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,內容,(二)企業溫室氣體排放量減量目標,內容,(三)企業溫室氣體排放量減量之預算與計畫,內容,(四)企業產品或服務帶給客戶或消費者之減碳效果,內容
6829,千附精密,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,全球為因應氣候變遷所造成的風險，相關規定的法規與協定也越來越趨嚴謹， 本公司將持續關注國內外相關法規外，也會持續自我要求以符合未來的產業趨 勢，完善企業該有的社會責任。,(二)企業受氣候變遷之實質風險,氣候變遷可能造成環境異常包含連續降雨、乾旱及氣溫驟變等，都可能導致能源 使用量增加，衝擊本公司供應鏈及廠區營運需求或增加災害復原成本。因此本公 司將持續推動節能減碳措施，每年統計相關節能數據以供監測，也將針對供應商 及廠區進行碳管理、水資源管理之宣導，提升氣候變遷管理意識。,(三)氣候變遷提供企業之機會,全球企業聚焦於循環經濟及氣候變遷急劇的變化，積極朝向再生能源、能源效 率、低碳產品創新與服務新市場的淨零目標。本公司已取得ISO14001環境管理 系統認證，透過每年檢視及內部審查機制，確實落實於日常生活當中。未來將持 續透過節電、節水與節能方式推動環保。,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,每年一次盤查範疇一及範疇二。目前無外部驗證。,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,本公司為因應氣候變遷，陸續推動各項節能減碳措施，並同時推動溫室氣體盤 查，針對耗能設備做持續監控，以降低公司營運對自然環境之衝擊。,(二)企業溫室氣體排放量減量目標,無資料。,(三)企業溫室氣體排放量減量之預算與計畫,無資料。,(四)企業產品或服務帶給客戶或消費者之減碳效果,無資料。
7402,邑錡,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,公司製造完全委外，非屬行政院環保署「公私場所應申報溫室氣體排放量之固定污染源」公 告之固定污染源，未有相關法規遵循風險。,(二)企業受氣候變遷之實質風險,氣候變遷所導致企業之災害，如颱風、暴雨、洪災等而造成的停班，或造成辦公設備的損害 、電力中斷，均會影響公司正常營運，使得公司無法全面運作提供服務，間接增加公司營運 成本。,(三)氣候變遷提供企業之機會,為響應國際間關注氣候變遷所造成之環境衝擊，公司每年對於溫室氣體排放量進行盤查，持 續自我要求以符合未來的產業趨勢，以善盡永續發展。,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,"1、盤查範疇：內湖辦公室、三重辦公室及安鴻辦公室。 2、溫室氣體排放量：公司採用排放係數法，依用電量、用水量換算二氧化碳約當排放量(公  司廢棄物目前由大樓社區清運，無相關數據，不納入統計)：  ●用電量：碳排放量(KG)=用電量(度)*用電量排放係數  年度	年度用電量(度)	碳排放量總計(KG)  110年 114,642 58,352  109年 114,425 58,242  ●用水量：碳排放量(KG)=用水量(度)*用水量排放係數  年度	年度用水量(度)	碳排放量總計(KG)  110年 700 39  109年 771 45  資料來源：1.用電、用水度數：每月帳單。  2.電力排放係數：經濟部能源局公布109年全國電力排放係數為0.509公斤  CO2e/度。因110年尚未公布，故採用109年公布數。  3.用水量排放係數：台北自來水事業處公布109年及110年度每度水排放係數分  別為0.058及0.0554公斤CO2e/度。 3、以上盤查結果，未透過第三者查證，僅提供公司內部提升能源效率改善參考。",二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,公司的溫室氣體排放源均屬間接排放，主要來自於辦公室空調與照明所需之電力、員工使用 的自來水、垃圾委外處理等。為落實對環境保護的承諾，公司將遵循環保法規，並持續致力 於改善對環境有益的政策及措施。,(二)企業溫室氣體排放量減量目標,公司將持續統計全公司每年度用電及用水使用量，依照溫室氣體排放量制定減碳政策，以五 年內總排放量減低1%為目標。,(三)企業溫室氣體排放量減量之預算與計畫,公司目前溫室氣體排放量減量推動計畫如下: 1、電力及水資源管理  1.宣導員工養成隨手關燈、關閉電源、使用後確認水龍頭已關緊的習慣，部份公共區塊  設有感應燈光。  2.辦公室設定室內機溫度，使得室內溫度維持26-28度之間，節約電力、避免浪費，並定  期清洗及維護保養，以提高使用效能。  3.辦公機器及個人電腦設定自動進入待機省電模式。  4.日照處裝設遮陽窗簾，減少室內曝曬。  5.每日中午午休時間全公司關燈。 2、資源回收管理  1.可回收廢棄物分類置於回收桶，確實分類紙類、塑膠類、鐵鋁罐類。  2.辦公室增設影印紙回收區，可讓影印紙重複再利用。 3、辦公室資源管理  1.選用環保認證影印紙(經由PEFC及ISO認證)、不提供紙杯，以減少紙類用量。  2.公文以Easyflow電子簽核替代，以減少紙張及碳粉的使用。  3.提供視訊會議軟體，鼓勵同仁以視訊方式召開會議，提升效率，進而降低搭乘交通工  具，達到減少溫室氣體排放之目的。,(四)企業產品或服務帶給客戶或消費者之減碳效果,比較110年及109年用電及用水碳排放量共計增加104KG，增加比率0.17%。公司將會持續推 動更多節能減碳政策，對全體員工宣導，逐步邁向永續發展、低碳綠色企業目標。
7556,意德士科技,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,本公司持續關注相關外部法規之趨勢及變化，以及早做好因應，善盡企業在環境保護的責任。,(二)企業受氣候變遷之實質風險,溫室效應造成地球暖化、極端氣候變遷，導致天災發生頻率及嚴重性增高，遭受災害可能因停水、 停電而造成停班，間接增加本公司營運成本。,(三)氣候變遷提供企業之機會,目前未發現有明顯之機會。但因氣候變遷對企業影響深遠，將持續致力減少資源耗用並檢討改善。,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,本公司尚未進行盤查，尚未通過外部驗證。,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,本公司溫室氣體排放幾乎屬能源(電力使用)間接排放型態，節能減碳以節約用電為主，如空調設備 控管等。另除透過垃圾分類、使用回收紙，自備環保碗筷等行動外，也致力提升各項資源之利用 效率，以減輕對環境帶來的衝擊。,(二)企業溫室氣體排放量減量目標,本公司將逐步導入每年盤查溫室氣體排放量變化情形，並制定未來減碳目標以及因應措施，以達成 對環境衝擊之逐步減少。,(三)企業溫室氣體排放量減量之預算與計畫,目前未訂立相關減量之預算，但公司將持續宣導員工養成隨手關燈、關閉電源之習慣，以降低電力 使用量與二氧化碳排放量。未來將依據每年盤查溫室氣體排放量變化情形再行考量。,(四)企業產品或服務帶給客戶或消費者之減碳效果,產業性質及產品應用端的品質要求度高，此議題減碳效果較不明顯。但本公司將持續以公司內部之 減碳推動，並提供客戶更節能化且良好產品作為前題。
8027,鈦昇,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,環保署已發佈溫室氣體排放量申報管理辦法，規範特定對象進行溫室氣體排放量申報作業，本公司目前未受到法令規範，但仍將配合政府法規提早做好因應措施，逐步減量溫室氣體排放。,(二)企業受氣候變遷之實質風險,氣候變遷所引發之災害時有所見，故採購原物料、電力供應及燃料購置成本也將明顯提升，而後兩項又必受氣候變遷影響，故本公司實質認為氣候的變遷對於本公司是有其顯著的關聯影響。,(三)氣候變遷提供企業之機會,由於氣候變遷使本公司營運成本之增加，促使本公司進一步考慮使用或採用降低成本之作為，例如盤查各類採購成本，高單價或採購量大者其評估替代品或開發替代廠商，無法替代者則以長期契約方式降低價格；在降低溫室氣體方面考慮由電力節約方面及乾淨能源使用做起，以降低間接排放之溫室氣體排放量。,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,無。,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,本公司溫室氣體管理之策略： 1.配合政府環保政策執行溫室氣體盤查。 2.廠房照明設計將高耗電之傳統燈具改為LED之省電燈具。 3.廠內設備逐步汰換低能效IE3等級以上之馬達。,(二)企業溫室氣體排放量減量目標,公司目前針對電能之減量來降間接排放之溫室氣體數量。,(三)企業溫室氣體排放量減量之預算與計畫,1.辦公室隨手關燈，午休熄燈及下班時間關燈巡檢。 2.確實推動垃圾分類及資源回收。 3.辦公室影印文件儘量重複利用回收紙張。 4.事務機設定節電模式，長時間未使用時，自動進入節電模式。 5.推動電子化作業降低能資源消耗。 6.生產製程程序之調整。 7.廠內節能措施進行。 8.電力照明之管理。 9.空壓機設備汱舊換新。,(四)企業產品或服務帶給客戶或消費者之減碳效果,1.廠房皆以高效能照明或LED照明以降低電能之耗用、相關用電馬達汰舊換新時均使用高效率馬達以達節省能源之目的、廢棄物減廢政策等朝向綠色生產。 2.本公司將產品出貨到客戶端時，在產品包裝材料的減量上，持續以原廠包裝出貨（亦即完全重複使用原廠包裝），勿額外多增加包裝材料使用，包括紙箱、防震材及零件盒等。 3.在產品設計上提供更節能的方案，期能達成減碳效果，例如應用在影音產品之節能控制IC及LED照明驅動控制IC等，可降低客戶產品能源消耗，提升能源利用率，以達到產品環境友善及環境永續發展。並與客戶共同保護環境，愛護地球。
8032,光菱,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,本公司非屬行政院環保署「公私場所應申報溫室氣體排放量之固定污染源」公告之第一批及第二批公私場所應申報溫室氣體排放量之固定污染源，無違反法規規範的風險。本公司願配合政府推動之節能減碳政策，持續關注國內外相關法規變化，瞭解法規趨勢以提早因應，善盡企業在環境保護的責任。,(二)企業受氣候變遷之實質風險,溫室效應造成地球暖化所發生之極端氣候，將導致天災發生頻率及嚴重性增高，遭受災害可能因停水停電造成停班，間接增加本公司營運成本。,(三)氣候變遷提供企業之機會,在產品競爭上，採用更節能的方案，並減少溫室氣體排放，降低營運成本，善盡企業社會責任。,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,本公司尚無統計及驗證資料，預計114年7月前訂定盤查規劃，116年7月前訂定查證規劃。,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,本公司近年來配合政府的綠色製造政策，推動各項節能方案，以降低溫室氣體排放量與廢棄物的產生量。 本公司溫室氣體排放屬於間接排放型態，電力使用所產生之二氧化碳排放為本公司主要溫室氣體排放來源，節能減碳計劃以節約用電為主。,(二)企業溫室氣體排放量減量目標,年度排放總量與員工人數正相關，透過行政管理，將宣導及推動節能方案，減少不必要的浪費，以人均排放量逐年遞減為目標。,(三)企業溫室氣體排放量減量之預算與計畫,持續宣導員工養成隨手關燈、關閉電源之習慣；每日定期節能巡查等；鼓勵同仁上班時間改走樓梯，減少電梯使用，以降低電力使用量與二氧化碳排放量。 朝無紙化前進，降低紙張與碳粉的使用，以降低電力使用量與二氧化碳排放量。,(四)企業產品或服務帶給客戶或消費者之減碳效果,將產品出貨到客戶端時，盡量以原廠包裝出貨，勿再額外多增加包裝材料使用，包括紙箱、防震材及零件盒等，並提供更節能的方案，期能達成減碳效果，並與客戶共同保護環境，愛護地球。
8040,九暘,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,本公司非屬行政院環保署「公私場所應申報溫室氣體排放量之固定汙染源」 公告之第一批及第二批所應申報溫室氣體排放量之公司，尚無違反法規規 範的風險。,(二)企業受氣候變遷之實質風險,本公司為無工廠之IＣ設計公司，主要用電範圍為電腦、設備、空調、照明 以及民生用水，若受氣候變遷所帶來的實質風險，可能遭受停水停電以致停班 之情形，恐間接增加本公司營運費用。本公司將持續監控及執行內部基本 減碳與節水措施。,(三)氣候變遷提供企業之機會,面臨未來全球溫室氣體問題，公司致力提供RoHS、REACH及無鹵的產品給客戶。 亦要求供應商及委外廠製造過程中符合綠色產品，以減少公司營運對環境衝擊，也符合國際趨勢及客戶期待。,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,本公司溫室氣體排放量盤查並無通過外部驗證，係屬自我管理統計， 110年 辦公室用電碳排放量及用水度數統計，請詳本公司110年年報23~24頁。,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,本公司為無晶圓廠之IC設計公司，溫室氣體排放皆為間接排放，電腦、設備、空調、照明用電及民 生用水所產生之二氧化碳排放量，其中用電佔為本公司主要溫室氣體排放之7成以上，故節能減碳計劃以節約用電為主。,(二)企業溫室氣體排放量減量目標,111年減量目標: (1).辦公室全面更換Led燈。 (2).針對用電量較大之設備，隨時監測有無用電異常狀況。,(三)企業溫室氣體排放量減量之預算與計畫,預計第三季更換LED照明，以降低電力二氧化碳排放量。,(四)企業產品或服務帶給客戶或消費者之減碳效果,產品以無鉛暨零污染為目標，符合環保法令規定，以提升企業社會責任。並致力於成為永續發展的綠色企業。
8047,星雲,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,無,(二)企業受氣候變遷之實質風險,無,(三)氣候變遷提供企業之機會,無,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,尚未執行,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,討論中,(二)企業溫室氣體排放量減量目標,討論中,(三)企業溫室氣體排放量減量之預算與計畫,規劃中,(四)企業產品或服務帶給客戶或消費者之減碳效果,規劃中
8048,德勝,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,1、因應「溫室氣體減量及管理法」，為符合溫室氣體減量目標，將導致營業成本增加。 2、需符合國際及當地環保法令或環境評估要求之風險。,(二)企業受氣候變遷之實質風險,1、用電量增加，成本與碳排放量上升。 2、颱風來臨時，強風豪雨可能造成建物、設備損壞；停班可能增加營運人事費用。,(三)氣候變遷提供企業之機會,1、增加因應氣候變遷應變力，減少災害衝擊，提升企業競爭力。 2、重視環境永續發展議題，提升企業形象。,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,"本公司(不含子公司)未有直接來自於公司所擁有或控制之排放源，而能源間接排放量係依據 經濟部能源局電力排放係數，將用電量換算二氧化碳約當排放量，110年自我盤查結果為 271,498 kg CO2e，未經外部驗證。",二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,本公司力行各項節能減碳之措施，並於105年導入ISO14001環境管理系統，致力於環境持續 改善的過程，藉由擬定環境政策、設定目標、落實執行並加以稽核及檢討，以達環境改善的 實質目的，並於110年8月17日及110年11月11日舉辦ISO14001內部宣導，參加人數分別為 24人及19人。,(二)企業溫室氣體排放量減量目標,配合我國溫室氣體減量目標，本公司(不含子公司)於105年開始進行溫室氣體排放量盤查， 落實節能減碳政策，並持續檢討溫室氣體排放量。,(三)企業溫室氣體排放量減量之預算與計畫,1、落實節能減碳政策，並持續自我盤查及檢討溫室氣體排放量。 2、照明設備持續汰換為節能燈具。 3、空調設備持續汰換為節能變頻冷氣。 4、午休時段關燈節能。,(四)企業產品或服務帶給客戶或消費者之減碳效果,持續配合客戶以綠色供應為目標，以達節能減碳效果。
8049,晶采,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,本公司非屬行政院環保署「公私場所應申報溫室氣體排放量之固定汙染源」且非排放溫室氣體密集之產業，故無違反法規規範的風險,(二)企業受氣候變遷之實質風險,本公司為液晶顯示器模組組裝之產業並無大量耗能，氣候變遷之實質風險僅有空調與辦公照明需求的用電量及用水量的變動,(三)氣候變遷提供企業之機會,本公司秉持一貫之Green Power理念，結合環保節能之驅動IC與高效省電之LED背光模組，並在產品設計上提供節能的方案，以增加客戶對產品的採用度,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,本公司將於2024.07.01成立成立專(兼)責單位 2024.08.31定策略目標及細部計劃 2024.09.30完成內部盤查 2024.12.31進行外部查證,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,採取資源使用效率之提升，減少用水量和耗電量來降低營運成本作為因應措施,(二)企業溫室氣體排放量減量目標,進行設備改善減少耗能，如更新空調冰水主機使用運轉更有效率，夜間關閉部分照明及空調之策略減少用水及用電量,(三)企業溫室氣體排放量減量之預算與計畫,1.擬編列預算將空調冰水機汰舊換新提高運轉效能，可使耗能量由108KW降為40.7KW，減少用電所產生的溫室氣體排放量 2.設定空調溫度及時間管控，以減少不必要的耗能 3.適時關閉無人區域之照明設備及午休時間關閉部分照明,(四)企業產品或服務帶給客戶或消費者之減碳效果,氣候議題已成為世界關注的焦點，並在政府強力的主導下，本公司將與客戶、供應商攜手設計生產出節能減碳的產品是本公司未來的發展目標
8050,廣積,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,本公司非屬「溫室氣體減量及管理法」公告之「第一批應盤查登錄溫室氣體排放量之排放源」，無違反法規規範的風險。但仍將持續關注國內外法規變化，了解法規變化趨勢，做好因應準備。,(二)企業受氣候變遷之實質風險,因氣候變遷可能導致水電短缺、原物料調漲，將對本公司直接及間接成本造成負面影響。,(三)氣候變遷提供企業之機會,本公司開始注重淨零碳排議題，開始先了解碳盤查的議題，進而進行規劃減量。,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,1.尚未完成查證。 2.依據金融監督管理委員會111年3月9日金管證發字第1110381030號函辦理溫室氣體盤查，114年完成盤查，115年完成查證，117┴年完成外部驗證。,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,主動節約能源，減少資源的浪費、執行資源回收，持續進行3R設計、減少廢棄物產生,(二)企業溫室氣體排放量減量目標,本公司尚未制定,(三)企業溫室氣體排放量減量之預算與計畫,本公司尚未訂立相關減量之預算與計畫。,(四)企業產品或服務帶給客戶或消費者之減碳效果,無統計數據可茲計算。
8059,凱碩,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,公司尚不屬於「溫室氣體減量及管理法」所規範之對象，但體認溫室氣排放對未來影響，仍持續關注與管理其可能之間接風險。,(二)企業受氣候變遷之實質風險,公司生產基地主要是在泰國，生產基地易因氣候變化造成停電、停班導致無法生產。而供應端及客戶端之料件、成品運送，也會因氣候變化影響導致無法交運材料、客戶產品無法運送或維修等，企業營運因此成本增加，影響生產銷售。產品因環境氣候變遷導致使用壽命縮短，而營運成本也因能源短缺而有所增加。,(三)氣候變遷提供企業之機會,公司在產品研發上，積極改善產品功耗，期望能在環保節能與產品效能間找到一個平衡點。,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,否,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,本公司意識到氣候變遷對地球環境及營運活動之影響，訂定節能減碳政策，並於日常運作中徹底執行，例如：辦公室冷氣溫度控制，及定時自動關機，以減少電力消耗等。,(二)企業溫室氣體排放量減量目標,第一期(2022-2025)較基準年減2%，第二期(2025-2030)較基準年減10%並做滾動式檢討。,(三)企業溫室氣體排放量減量之預算與計畫,公司持續不斷的致力於環境共融的企業永續發展，本公司對於節能管理，管理方針以「降低能源使用量」以及「增進能源使用效率」為目標，在執行上則以「照明」、「空調」和「能源管理」等三大方向，進行改善相關節能改善。,(四)企業產品或服務帶給客戶或消費者之減碳效果,產品出貨時，在產品包裝材料的減量上，持續以原廠包裝出貨（亦即完全重複使用原廠包裝），勿額外多增加包裝材料使用，包括紙箱、防震材及零件盒等。
8066,來思達,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,無相關風險,(二)企業受氣候變遷之實質風險,無相關風險,(三)氣候變遷提供企業之機會,無相關風險,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,無統計數據,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,"研擬中,尚無實質策略",(二)企業溫室氣體排放量減量目標,尚無統計數據可供研擬,(三)企業溫室氣體排放量減量之預算與計畫,尚無統計數據可供研擬,(四)企業產品或服務帶給客戶或消費者之減碳效果,尚無統計數據可供計算
8074,鉅橡,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,面對減碳議題日益擴大，政府環保法規日益嚴峻，伴隨著國際減碳的趨勢，國際組織也訂 定相關規定如淨零排放、碳關稅…等，須密切注意各項法規及規定之更新。,(二)企業受氣候變遷之實質風險,全球氣候變遷除了造成極端氣候外，也引發能源及原物料短缺危機，因此國際趨勢推動碳 足跡查證及環境績效相關驗證，節能減碳議題也與企業所提供的商品緊密結合，直接或間 接影響到企業的營運與消費者的消費行為。,(三)氣候變遷提供企業之機會,本公司以「企業永續發展委員會」支持公司落實氣候變遷之有效管理，並將氣候風險與機會 的治理應用在公司營運和資產管理。除改善製程及操作管理以增加回收再利用，減少廢棄物 之產生。另一方面開發及選用無污染及低污染製程，以減少廢棄物。,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,直接排放量12554.01噸CO2e(盤查範圍:鉅橡母公司，時間:110/1/1~110/12/31)，未通過驗證。,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,本公司積極將資源充分有效利用，推行清潔生產技術，以減少廢棄物及降低生產成本。,(二)企業溫室氣體排放量減量目標,依政府邁向碳中和的策略與產業發展及溫管法明訂，將2005年溫室氣體排放量視為基準， 推動2025年將碳排較基準年減少50%，最終2050年達到淨零排放之標的。,(三)企業溫室氣體排放量減量之預算與計畫,導入ISO 14064-1溫室氣體盤查系統，藉以了解鉅橡溫室氣體排放架構並調整未來因應 氣候變遷之對策，並依循碳管理進程導入產品碳足跡，進而配合政策達到碳中和及淨零 排放之目標。,(四)企業產品或服務帶給客戶或消費者之減碳效果,本公司已於110年12月通過廢棄物再利用之專案申請，可提供客戶再利用每月達279.6公噸。
8076,伍豐,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,(二)企業受氣候變遷之實質風險,(三)氣候變遷提供企業之機會,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,(二)企業溫室氣體排放量減量目標,(三)企業溫室氣體排放量減量之預算與計畫,(四)企業產品或服務帶給客戶或消費者之減碳效果,,,,,,,,
8086,宏捷科,資料年度：110,一、企業對於溫室氣體排放之影響，或衝擊之程度：,(一)企業受氣候變遷相關法規規範之風險,依據環保署已發佈溫室氣體排放量申報管理辦法，規範特定對象進行溫室氣體排放量 申報作業，本公司半導體製造業，每年進行碳排查證並申報溫室氣體排放量盤查登錄 作業，配合政府法規提早做好因應措施，逐步減量溫室氣體排放。,(二)企業受氣候變遷之實質風險,近年來因氣候變遷所引發之極端氣候破壞生活環境時有所見，因而致採購之原物 料、電力供應及燃料購置成本不斷上升，而後兩項又受氣候變遷之影響，故本公司 實質認為氣候的變遷對於本公司有其顯著的關聯。,(三)氣候變遷提供企業之機會,因應氣候變遷致使企業營運成本增加下，促使本公司加速考慮使用或採用降低成本之 作為，例如盤查各類採購成本，高單價或採購量大者其評估替代品或開發替代廠商， 無法替代者則以長期契約方式降低價格；在降低溫室氣體方面考慮由電力節約方面及 乾淨能源使用做起，以降低間接排放之溫室氣體排放量。,(四)企業(直、間接)溫室氣體排放量(註明盤查範疇及時間)，及是否通過外部驗證,110/01/01~110/12/31 範疇1:18544.8315 範疇2:17615.5816 bsi查證通過,二、企業對於溫室氣體管理之策略、方法、目標等：,(一)企業對於因應氣候變遷或溫室氣體管理之策略,溫室氣體管理之策略： 1. 配合政府環保政策執行溫室氣體盤查。 2. 將空壓機安裝無耗氣排水器，減少運作電能消耗 3. 廠房照明設計以自然照明替代電能，並將高耗電之傳統燈具改為LED之省電燈具(持續改善中)。 4. 廠內設備逐步汰換IE3等級以上之高效能馬達。,(二)企業溫室氣體排放量減量目標,公司將針對電能之減量來降間接排放之溫室氣體數量。,(三)企業溫室氣體排放量減量之預算與計畫,1. 生產程序優化。 2. 廠內節能措施進行。 3. 電力照明之替代及管理。 4. 馬達汰舊換新(IE3等級以上)。,(四)企業產品或服務帶給客戶或消費者之減碳效果,廠房內皆採高效能照明或LED照明以降低白天電能之耗用；相關用電馬達汰舊換新 時均使用高效率馬達以達節省能源之目的；改善污泥作業流程；降低污泥含水率 達到廢棄物減廢政策等朝向綠色生產。
